0.000000e+00	0.000000e+00
1.262626e-02	1.260581e-05
3.550989e-02	1.023781e-04
5.839352e-02	2.850146e-04
8.127714e-02	5.693730e-04
1.041608e-01	9.657164e-04
1.270444e-01	1.485764e-03
1.499280e-01	2.142720e-03
1.728117e-01	2.951480e-03
1.956953e-01	3.928567e-03
2.230810e-01	5.345071e-03
2.504667e-01	7.064334e-03
2.641595e-01	8.049643e-03
2.778524e-01	9.125741e-03
3.052381e-01	1.157289e-02
3.189310e-01	1.295586e-02
3.326238e-01	1.445340e-02
3.463167e-01	1.607200e-02
3.600095e-01	1.781825e-02
3.873952e-01	2.172035e-02
4.147809e-01	2.621209e-02
4.372807e-01	3.037738e-02
4.597804e-01	3.499395e-02
4.822801e-01	4.007429e-02
5.047799e-01	4.561790e-02
5.272796e-01	5.160571e-02
5.497794e-01	5.799328e-02
5.947788e-01	7.161876e-02
6.202244e-01	7.947760e-02
6.456700e-01	8.706616e-02
6.711156e-01	9.397033e-02
6.838383e-01	9.701030e-02
6.965611e-01	9.968092e-02
7.092839e-01	1.019045e-01
7.220067e-01	1.035983e-01
7.347295e-01	1.046755e-01
7.474523e-01	1.050461e-01
7.538137e-01	1.049378e-01
7.601751e-01	1.046185e-01
7.728979e-01	1.033016e-01
7.856206e-01	1.010088e-01
7.983434e-01	9.766233e-02
8.120888e-01	9.279278e-02
8.258342e-01	8.657857e-02
8.395796e-01	7.903721e-02
8.533250e-01	7.025847e-02
8.808158e-01	4.986040e-02
9.083066e-01	2.811267e-02
9.357974e-01	8.487921e-03
9.495428e-01	3.518526e-04
9.632882e-01	-6.400706e-03
9.770336e-01	-1.169517e-02
9.907790e-01	-1.553222e-02
9.976517e-01	-1.691929e-02
1.004524e+00	-1.796488e-02
1.011397e+00	-1.868064e-02
1.018270e+00	-1.907943e-02
1.029945e+00	-1.906917e-02
1.041620e+00	-1.825399e-02
1.053294e+00	-1.670577e-02
1.064969e+00	-1.449616e-02
1.076644e+00	-1.169513e-02
1.088319e+00	-8.370095e-03
1.111669e+00	-4.010263e-04
1.135019e+00	8.942904e-03
1.158368e+00	1.925827e-02
1.205068e+00	4.152266e-02
1.256478e+00	6.676120e-02
1.307887e+00	9.144842e-02
1.359297e+00	1.150641e-01
1.410707e+00	1.375555e-01
1.461220e+00	1.586858e-01
1.511734e+00	1.790004e-01
1.562247e+00	1.985902e-01
1.612760e+00	2.174651e-01
1.665269e+00	2.362528e-01
1.691524e+00	2.452861e-01
1.717778e+00	2.540544e-01
1.744033e+00	2.625447e-01
1.770287e+00	2.707552e-01
1.822796e+00	2.864410e-01
1.872634e+00	3.009222e-01
1.897552e+00	3.083799e-01
1.922471e+00	3.163013e-01
1.947390e+00	3.250207e-01
1.972309e+00	3.349555e-01
1.997228e+00	3.466064e-01
2.022146e+00	3.605522e-01
2.045798e+00	3.764945e-01
2.069449e+00	3.956532e-01
2.093101e+00	4.185597e-01
2.116752e+00	4.455804e-01
2.164055e+00	5.111822e-01
2.211357e+00	5.833333e-01
2.239445e+00	6.227175e-01
2.267533e+00	6.568705e-01
2.295621e+00	6.854571e-01
2.323709e+00	7.090458e-01
2.351796e+00	7.285566e-01
2.379884e+00	7.449729e-01
2.407972e+00	7.592154e-01
2.436060e+00	7.720862e-01
2.480657e+00	7.913120e-01
2.525253e+00	8.106945e-01
2.569850e+00	8.313920e-01
2.614447e+00	8.539499e-01
2.641631e+00	8.686883e-01
2.668815e+00	8.841720e-01
2.695999e+00	9.003794e-01
2.723183e+00	9.172820e-01
2.777551e+00	9.530610e-01
2.831919e+00	9.913302e-01
2.882495e+00	1.029095e+00
2.933071e+00	1.068947e+00
2.983647e+00	1.110896e+00
3.034223e+00	1.154817e+00
3.084519e+00	1.199967e+00
3.134816e+00	1.245397e+00
3.185112e+00	1.288860e+00
3.210260e+00	1.308794e+00
3.235408e+00	1.326794e+00
3.261139e+00	1.342536e+00
3.274004e+00	1.349164e+00
3.286870e+00	1.354836e+00
3.299735e+00	1.359464e+00
3.312601e+00	1.362967e+00
3.325466e+00	1.365281e+00
3.331899e+00	1.365979e+00
3.338331e+00	1.366369e+00
3.344764e+00	1.366453e+00
3.351197e+00	1.366235e+00
3.357629e+00	1.365727e+00
3.364062e+00	1.364941e+00
3.376928e+00	1.362620e+00
3.389793e+00	1.359487e+00
3.415524e+00	1.352019e+00
3.428389e+00	1.348404e+00
3.441254e+00	1.345332e+00
3.454123e+00	1.343083e+00
3.460557e+00	1.342334e+00
3.466991e+00	1.341859e+00
3.473425e+00	1.341670e+00
3.479859e+00	1.341776e+00
3.486293e+00	1.342180e+00
3.492727e+00	1.342883e+00
3.505595e+00	1.345173e+00
3.518463e+00	1.348601e+00
3.531331e+00	1.353097e+00
3.544199e+00	1.358576e+00
3.569936e+00	1.372101e+00
3.595672e+00	1.388406e+00
3.621408e+00	1.406747e+00
3.647144e+00	1.426454e+00
3.692787e+00	1.463028e+00
3.738430e+00	1.499650e+00
3.784072e+00	1.534755e+00
3.829715e+00	1.567514e+00
3.854978e+00	1.584501e+00
3.880241e+00	1.600642e+00
3.905505e+00	1.615936e+00
3.930768e+00	1.630386e+00
3.956031e+00	1.643999e+00
3.981294e+00	1.656780e+00
4.006558e+00	1.668731e+00
4.031821e+00	1.679851e+00
4.057388e+00	1.690252e+00
4.082955e+00	1.699785e+00
4.108522e+00	1.708441e+00
4.134089e+00	1.716211e+00
4.159655e+00	1.723096e+00
4.185222e+00	1.729114e+00
4.210789e+00	1.734305e+00
4.236356e+00	1.738752e+00
4.261060e+00	1.742464e+00
4.285765e+00	1.745782e+00
4.310469e+00	1.748951e+00
4.335173e+00	1.752294e+00
4.347525e+00	1.754154e+00
4.359877e+00	1.756216e+00
4.372229e+00	1.758542e+00
4.384581e+00	1.761201e+00
4.396933e+00	1.764265e+00
4.409286e+00	1.767811e+00
4.421638e+00	1.771918e+00
4.433990e+00	1.776667e+00
4.447685e+00	1.782784e+00
4.461380e+00	1.789903e+00
4.488769e+00	1.807539e+00
4.516159e+00	1.830133e+00
4.543549e+00	1.857524e+00
4.570939e+00	1.888258e+00
4.598328e+00	1.919470e+00
4.625718e+00	1.947914e+00
4.653108e+00	1.971397e+00
4.676501e+00	1.986963e+00
4.699894e+00	1.998549e+00
4.711591e+00	2.002984e+00
4.723287e+00	2.006602e+00
4.734984e+00	2.009474e+00
4.746680e+00	2.011669e+00
4.758377e+00	2.013258e+00
4.770073e+00	2.014307e+00
4.781770e+00	2.014881e+00
4.793466e+00	2.015040e+00
4.805163e+00	2.014842e+00
4.816859e+00	2.014338e+00
4.828556e+00	2.013579e+00
4.840253e+00	2.012608e+00
4.853174e+00	2.011339e+00
4.866096e+00	2.009912e+00
4.891940e+00	2.006752e+00
4.917784e+00	2.003413e+00
4.943628e+00	2.000105e+00
4.969472e+00	1.996973e+00
4.995316e+00	1.994114e+00
5.021159e+00	1.991585e+00
5.047003e+00	1.989421e+00
5.060295e+00	1.988455e+00
5.073587e+00	1.987592e+00
5.086879e+00	1.986832e+00
5.100170e+00	1.986175e+00
5.113462e+00	1.985622e+00
5.126754e+00	1.985173e+00
5.140046e+00	1.984828e+00
5.153338e+00	1.984588e+00
5.166629e+00	1.984453e+00
5.179921e+00	1.984422e+00
5.193213e+00	1.984497e+00
5.206505e+00	1.984676e+00
5.219797e+00	1.984960e+00
5.233088e+00	1.985347e+00
5.246380e+00	1.985836e+00
5.259672e+00	1.986422e+00
5.285587e+00	1.987831e+00
5.311502e+00	1.989544e+00
5.337417e+00	1.991473e+00
5.363333e+00	1.993481e+00
5.389248e+00	1.995370e+00
5.402205e+00	1.996188e+00
5.415163e+00	1.996866e+00
5.428121e+00	1.997357e+00
5.441078e+00	1.997608e+00
